,Artefact,Subject,AUC,PSD,AutoCorr,SampEn
26,0,1,0.1827031019202363,0.999875067350452,0.9974920031188161,0.3071984719135031
27,0,1,0.18703674675187654,0.9998677339409447,0.9974526017652169,0.3195498885877716
28,0,1,0.1804524764115395,0.9998786010649603,0.9974506499911804,0.3574558889218038
29,0,1,0.18166309950863657,0.9998739298022423,0.9973421269513099,0.36669842774673256
30,0,1,0.1858924426491424,0.9998732901210773,0.9973712718629367,0.29619757155454035
31,0,1,0.18024598317909146,0.9998740123355736,0.997332034854919,0.33005619400224584
32,0,1,0.18030476592409495,0.9998704098342572,0.9974211969660346,0.3415639222438666
33,0,1,0.18400024115997948,0.9998700547218072,0.9973909403635834,0.32011317096922054
34,0,1,0.18141380037982702,0.9998791108825912,0.9975800822762674,0.30332220168627105
35,0,1,0.17889428149398612,0.9998794861723247,0.9974158430944925,0.31810011235349345
71,0,1,0.17928375486088088,0.9998755608460328,0.9974075668479161,0.321752869093836
72,0,1,0.18287643565550293,0.9998741473593247,0.9973419244835912,0.3410956146827976
73,0,1,0.18340095861091854,0.9998712942075325,0.9974128767533792,0.32227554304867195
74,0,1,0.17886835679618973,0.999874482332741,0.9974058730286217,0.3308494992515612
75,0,1,0.17852560817532326,0.9998797460606793,0.9973607825091059,0.3346983032495674
76,0,1,0.18256202333222804,0.9998719363807927,0.9973411196374514,0.3046813268289585
77,0,1,0.17998824345099929,0.9998757321108755,0.9975967623751565,0.3172099261363401
78,0,1,0.17865553311427973,0.9998753655029008,0.9974227041847699,0.34154395088531997
79,0,1,0.18099840231513575,0.9998747007697785,0.997338385083688,0.3171129621853062
80,0,1,0.18403520935700723,0.9998740504694493,0.9972623314074478,0.31133775770362776
81,0,1,0.17843246013324088,0.9998707054864016,0.9972870007017502,0.31699431548413115
82,0,1,0.1784876254785518,0.9998748288795449,0.9973547148009348,0.3125552784009752
83,0,1,0.18142555692882767,0.9998733540046628,0.9973856726141926,0.31385332988059234
84,0,1,0.17833177584179905,0.9998737757393056,0.997333554465444,0.3240651295741593
85,0,1,0.17832092364272145,0.9998744317769837,0.9972695210952643,0.3525089554936226
86,0,1,0.18134446688572037,0.9998707246158053,0.9972955332907015,0.3378269614304541
87,0,1,0.1801890091339342,0.9998788280039649,0.9973916984626706,0.3545661544702828
88,0,1,0.17640581195550598,0.9998715367258231,0.9972354061710775,0.31893295368730434
89,0,1,0.17794863292436625,0.9998707086160566,0.9972279417200306,0.3313091750556461
90,0,1,0.1812516202936123,0.9998709162971858,0.9973929381104951,0.3168016573907209
91,0,1,0.17586410635155092,0.9998768440830389,0.9974114587577887,0.3081950960809054
92,0,1,0.17564314352033283,0.9998708813522317,0.9973370264652573,0.3255833114672654
93,0,1,0.1794691465951226,0.999878340836125,0.9973612665506929,0.32377821549872143
94,0,1,0.17639435685647964,0.9998762733727059,0.997473552163782,0.3510952508763741
95,0,1,0.17573779881228713,0.9998707742838501,0.9973441006336196,0.31132234006096465
96,0,1,0.17867362011274235,0.9998710533994027,0.9973075195204085,0.33854570259628647
97,0,1,0.1813230639375396,0.9998731931389905,0.9974781061622076,0.3504744908440912
98,0,1,0.17719350073855245,0.9998779604084352,0.9973767478346449,0.32952188230038365
99,0,1,0.1782515901486148,0.9998850396664138,0.9974847532684015,0.32993705957970854
100,0,1,0.1815150875712176,0.9998702068434863,0.9972788811947243,0.31671687577876717
101,0,1,0.17755071895818886,0.9998788766017713,0.9974439408030918,0.3223102957872348
102,0,1,0.17782564133482048,0.9998751204728995,0.9974199484057881,0.3530898740570614
103,0,1,0.18054110270400625,0.9998738236847741,0.9973212689197891,0.31405123174944855
104,0,1,0.1831353811834926,0.999873052623809,0.9973431708029981,0.2965765926227197
105,0,1,0.17838211798752002,0.9998682190299778,0.9971812530862477,0.33015593460880843
141,0,1,0.17665149368462307,0.9998763511537775,0.9974103653559838,0.32074545749019656
142,0,1,0.1772064630874507,0.9998783873277471,0.9974029488225952,0.3402678511612302
143,0,1,0.17559099267476563,0.9998741524035024,0.9972316837560481,0.3656338670617733
144,0,1,0.1741708618454767,0.9998775075847219,0.9972600726035223,0.3341216343274285
145,0,1,0.17817230880535373,0.9998744885913283,0.9972912428206289,0.3352660677836738
146,0,1,0.17400084405992822,0.9998771872619039,0.9973144872282514,0.32728864167614474
147,0,1,0.17249268983812138,0.9998787510144364,0.9974128536341483,0.32391989407229643
148,0,1,0.1755162330811202,0.9998734640159808,0.9972925519065575,0.3322226510059249
149,0,1,0.17818617550417504,0.9998767594264291,0.9974806366937523,0.30846193773595354
150,0,1,0.17305670274018026,0.99988048301353,0.9974116947171188,0.3322786406769716
151,0,1,0.17431435203328005,0.9998802696926101,0.9974739110166861,0.3289345124897863
152,0,1,0.17782081813523043,0.999878528326122,0.9974206950041111,0.3408063358173256
153,0,1,0.17271727006903204,0.9998722658848774,0.9973501748199016,0.32314947666755905
154,0,1,0.17440750007536254,0.9998772401670912,0.9973070837106912,0.32824850606360056
155,0,1,0.17825189159858923,0.9998735112952726,0.9973597192843766,0.35066787411868455
156,0,1,0.17305489404033403,0.9998745026610936,0.9973419591629648,0.33094231264397733
157,0,1,0.17150544117203748,0.9998761252198127,0.9973826406528877,0.35253444248259586
158,0,1,0.17556778102673865,0.9998753196882244,0.9974356584100531,0.33010116202329887
159,0,1,0.17747143761492779,0.9998709846849283,0.9972484747704307,0.3264599371193944
160,0,1,0.1727003888704669,0.9998697212787222,0.9972574356565636,0.3204074927299289
161,0,1,0.1741817140445543,0.9998739838687555,0.997292088986422,0.30797647791603194
162,0,1,0.1783531787899798,0.9998688949372394,0.9972789464519721,0.354950545050948
163,0,1,0.17221505441172036,0.9998737298709357,0.9974086734339717,0.3381253077562665
164,0,1,0.1720109727790673,0.9998749252351302,0.9973090706145918,0.3423748131469581
165,0,1,0.17267657432249117,0.9998740699681657,0.9972616358876074,0.3360540890090153
166,0,1,0.16199680463027166,0.9998816096468981,0.9973296137987229,0.315894900478377
167,0,1,0.16927531426159825,0.9998751273394799,0.9972317891378101,0.33573115053764263
168,0,1,0.1725590088324842,0.999877522158632,0.9972982976088625,0.3045272841040466
169,0,1,0.17878756820305675,0.9998778919283896,0.9974503311409999,0.31556355569630123
170,0,1,0.17278178036354863,0.9998746673880622,0.9972127051353218,0.338591268505437
171,0,1,0.17217797606487206,0.9998749374142488,0.997326262586017,0.3197619659151927
172,0,1,0.17657311669128506,0.9998782384870655,0.9973060562902117,0.3333502214763055
173,0,1,0.17348898200343654,0.9998726752835705,0.9972069228630971,0.32124309114853616
174,0,1,0.173026859192717,0.9998825322482523,0.9974364562787675,0.32535522096464864
175,0,1,0.1756205347722546,0.9998764211755078,0.9972488388264815,0.3522931507572449
211,0,1,0.18470412685014925,0.9998743988541606,0.9973808156617493,0.29366826842153637
212,0,1,0.18156301811714348,0.9998776992172655,0.9974326669197889,0.3438872882403373
213,0,1,0.1796560455792361,0.9998744592890182,0.9975114179479823,0.3225431965530531
214,0,1,0.18217043981551262,0.9998759792033072,0.9974407908304296,0.310461823024919
215,0,1,0.18337533536309647,0.9998714627636308,0.9975144633671433,0.3011344633242927
216,0,1,0.18072890603804304,0.9998684105562281,0.9972909685630856,0.3327802651621948
217,0,1,0.18317276098031532,0.9998679557520224,0.9973066835386393,0.35378441497132185
218,0,1,0.18716064269134536,0.9998760231805882,0.997466102971117,0.31012705956559483
219,0,1,0.18331775841799058,0.9998669557312131,0.9972292232109572,0.30099071650216985
220,0,1,0.184401471075875,0.9998731432452289,0.9974603186348645,0.30198349951440817
221,0,1,0.18882434509993062,0.9998654199765951,0.997360443987539,0.3497201220653627
222,0,1,0.1839330178156935,0.9998736055841216,0.9974367530051136,0.33590841514973785
223,0,1,0.18372200283362972,0.9998740813171634,0.9974203714725399,0.3360424063975309
224,0,1,0.18798601272118898,0.9998740197530295,0.997397374820375,0.3545543169355723
225,0,1,0.18477979079371776,0.9998681325726042,0.9972467851742389,0.3250410364180565
226,0,1,0.1839098061676665,0.9998685547629629,0.9973436706356613,0.32990784921673194
227,0,1,0.18732402857745756,0.9998710438706154,0.9973960204513642,0.2868851326582472
228,0,1,0.18898893678594042,0.9998664400432501,0.9972762012301589,0.30942931607080604
229,0,1,0.18524070780453983,0.9998764020259661,0.9974105527218136,0.33927687529592343
230,0,1,0.18547975763422064,0.9998665344979112,0.9973276006576612,0.3268585985366461
231,0,1,0.1896448919301842,0.9998632513829336,0.9973028598006749,0.31594908220998047
232,0,1,0.18519127000874203,0.9998697363214979,0.9973297186288949,0.32571615159160866
233,0,1,0.18602236758809876,0.9998746307631845,0.9974608396853603,0.2946766452240234
234,0,1,0.1902782383263497,0.9998794405417388,0.9976287646463123,0.3300302989475322
235,0,1,0.1840554065052904,0.9998690740801729,0.9972857886961783,0.3318238680894965
236,0,1,0.18409610225183126,0.9998763794381234,0.9975608377160229,0.3050485882148584
237,0,1,0.1879823953214964,0.9998720992312619,0.9974885953426776,0.33964316433453196
238,0,1,0.18187923914026471,0.9998668533528818,0.9973524181427614,0.3123427914392092
239,0,1,0.18084556717812683,0.9998779874910996,0.9974693491400001,0.32175160404492503
240,0,1,0.18473517619751,0.9998707364011948,0.9975364227750081,0.34522638611098977
241,0,1,0.18176348235010398,0.9998689623901051,0.9971336257372342,0.33305753746408906
242,0,1,0.1804003255659723,0.9998753727144813,0.9973641773464286,0.33065912022495314
243,0,1,0.18329575256986108,0.9998727803138188,0.9972370263315204,0.3076173471051565
244,0,1,0.1820163988786061,0.9998825478685479,0.9974690410157732,0.351768124260887
245,0,1,0.17951225394145842,0.999871374560001,0.9972811831879079,0.3318310308372776
246,0,1,0.18235040545021552,0.9998713424897819,0.9973567445578602,0.3253379659346412
282,0,1,0.1858279323546258,0.9998753174065774,0.9974715725840284,0.3136855101638635
283,0,1,0.18566635516835983,0.9998716025305152,0.9973567576055291,0.33585607504657544
284,0,1,0.18309167093720802,0.9998712079511979,0.9973708616995031,0.30079799636207555
285,0,1,0.1848997678835197,0.9998720921800307,0.9973869631552824,0.3012066739336731
286,0,1,0.1884312543333434,0.9998760756111991,0.997455160062396,0.31579483045578177
287,0,1,0.18343502245802312,0.9998717863101273,0.9973652057331945,0.3400182285461101
288,0,1,0.18395562656377173,0.9998687863736193,0.9973857157988851,0.31650465022375796
289,0,1,0.1875278087601363,0.9998754383315562,0.9974579619279723,0.28166948259738694
290,0,1,0.1848036053416936,0.999867794323449,0.9973947078343958,0.33512442115286406
291,0,1,0.18273535706749466,0.9998713130424268,0.9974455306041708,0.31167790900235826
292,0,1,0.1856371145208453,0.9998727017277977,0.997478630291464,0.35013321725092894
293,0,1,0.18866035631386968,0.999871273111952,0.9974605022280056,0.2986764470593606
294,0,1,0.18329545111988665,0.9998725452434839,0.9972122005648001,0.3269290455920651
295,0,1,0.18382901757453352,0.9998781769915808,0.9975286352924969,0.3466327620649847
296,0,1,0.1877186265939167,0.9998711385584983,0.9973554650329696,0.3585104341879038
297,0,1,0.18316763633075095,0.9998669416043794,0.9974129424550858,0.34790638337207425
298,0,1,0.18273807011726406,0.9998748452775831,0.9975223187989067,0.3343092591332147
299,0,1,0.18560938112320258,0.9998678587187665,0.9973769613774567,0.33938370146920865
300,0,1,0.18337774696289155,0.9998703927205816,0.9972974400088139,0.3244710490115233
301,0,1,0.1826533626744642,0.999873199220319,0.9972947975748648,0.3092457516558356
302,0,1,0.18603864588671515,0.9998710403737051,0.9973864703256573,0.34961020598568465
303,0,1,0.18640068730594161,0.9998761455991056,0.9973926929873627,0.3196722467607963
304,0,1,0.18214361076779306,0.9998804793373098,0.9975331791400245,0.3557239550147637
305,0,1,0.18418744159406752,0.9998761479855015,0.9974789726242327,0.33172361271070794
306,0,1,0.18762306695203934,0.9998729120125883,0.9973749186285987,0.33556846330636303
307,0,1,0.18121906369637963,0.9998692397997545,0.9973488236539066,0.31325278248845445
308,0,1,0.18173605040243568,0.9998720619522142,0.9972403730656545,0.32612143719048314
309,0,1,0.1848020980918217,0.9998800484971779,0.9975464664390624,0.3175674916319638
310,0,1,0.1818641666415458,0.9998688596484303,0.9973176138031828,0.3378601792506643
311,0,1,0.18160341241370992,0.9998696626667685,0.9973119084955383,0.34445457468317764
312,0,1,0.18724565158411965,0.9998685230013357,0.9973065359977585,0.2962595940841064
313,0,1,0.18497241732734448,0.9998717500587708,0.9973703858410884,0.3659064325018383
314,0,1,0.18557019262653363,0.9998720860733528,0.9973428719963797,0.34934770205767635
315,0,1,0.18925421276339194,0.9998757061784463,0.9974589764637225,0.30236280215031336
316,0,1,0.18617339402526156,0.9998703796078781,0.9973446855173461,0.33431160398212756
317,0,1,0.1859735326922497,0.999871643045176,0.9974191117994091,0.30553210015101134
352,0,1,0.3340110933590571,0.9998216710712702,0.9978668716808209,0.2950853819615483
353,0,1,0.3435604256473638,0.9998131523541606,0.9978889492719658,0.30729674748728136
354,0,1,0.2956524884695385,0.999837101115034,0.9977697014303837,0.3323166687224964
355,0,1,0.2638772495704338,0.9998397774063661,0.9977112956335977,0.35333289442702703
356,0,1,0.24663370813613483,0.9998501915796444,0.99760940115541,0.34610120048128934
357,0,1,0.2364190757543786,0.9998553639120364,0.9975826113288031,0.3770437024509386
358,0,1,0.2139064902179484,0.9998652436155494,0.9974802615757248,0.3069050140006672
359,0,1,0.20247580863955628,0.9998697489281736,0.9974994976552204,0.2935697285161784
360,0,1,0.19868839116148673,0.999870567013133,0.9975698269092634,0.2954903888975469
361,0,1,0.1828842733548368,0.9998440940845892,0.9967503974419704,0.3049273987886952
362,0,1,0.17592379344647757,0.999870566006776,0.9973438653238845,0.33032215573587514
363,0,1,0.17590811804780992,0.9998756186461907,0.9973561456248003,0.3177195620594949
364,0,1,0.16535947909444426,0.9998752025066021,0.9971761365874804,0.3362762374535819
365,0,1,0.1608494860277937,0.9998837266325726,0.9973266674106348,0.29707216619316285
366,0,1,0.16367467518765266,0.9998762313945423,0.9973256919343073,0.3639364483778871
367,0,1,0.1607011726404003,0.9998771125361883,0.9972454795019267,0.35446613046641784
368,0,1,0.15539927049106206,0.9998791189348825,0.9972802854202555,0.34065341053931025
369,0,1,0.15837428028818623,0.999875629346132,0.9972403734606152,0.3301763081643982
370,0,1,0.16195279293401266,0.9998791157706316,0.9972043031787456,0.322781743586527
371,0,1,0.1555331142796853,0.9998829358287371,0.9973015240322194,0.33110681924144225
372,0,1,0.1558984716486299,0.999876198356598,0.997262836079422,0.32030431699486295
373,0,1,0.15918729086908023,0.9998777636269105,0.9972670770352787,0.3092168924205422
374,0,1,0.15288789075452924,0.9998845364671517,0.9970792955377772,0.3300497977968248
375,0,1,0.15367045488801134,0.9998806972278785,0.9970926526590822,0.33634501825070867
376,0,1,0.15737678232297347,0.9998816229263685,0.9972555561219189,0.32600033491294617
377,0,1,0.15227293280680076,0.9998866718831471,0.9971653527397718,0.3420316672013623
378,0,1,0.15120308684773764,0.9998870540553809,0.9972644186226421,0.33576741882153305
379,0,1,0.1551294727639948,0.9998804088429406,0.9972248257870855,0.375334548241478
380,0,1,0.15381032767612213,0.9998798109983772,0.997221229437094,0.3527656380471608
381,0,1,0.15129533053989697,0.9998879293311468,0.9973859920527243,0.3400882826390095
382,0,1,0.15546558948542488,0.9998892632555016,0.9974288595793187,0.3024881210616795
383,0,1,0.15331775841799056,0.999884606389887,0.9972218990756873,0.31668749985289363
384,0,1,0.15129623488982002,0.9998827745336487,0.997176791696825,0.3340607069414743
385,0,1,0.1552940644500045,0.9998822151534348,0.997252913536534,0.30165229851310893
386,0,1,0.15894462363970696,0.9998825569966233,0.9972721150304281,0.3152094328257182
422,0,1,0.3847436167967925,0.9998065197216301,0.9979002476032901,0.30845000328169475
423,0,1,0.38772224399360933,0.9998106998929418,0.9980656269208458,0.27607075691129557
424,0,1,0.29460163385886107,0.9998428927221301,0.997812874276621,0.3349725073307531
425,0,1,0.26481566334066864,0.9998513981191661,0.9977082642708803,0.28831375590914354
426,0,1,0.24617098242546653,0.9998545230488449,0.9976767810705001,0.34249528405877816
427,0,1,0.21661381243782596,0.9998617919874059,0.9975342219078006,0.3220105376614877
428,0,1,0.19972507762336844,0.9998722485472806,0.9974745304638443,0.31704756208543783
429,0,1,0.1928869864046061,0.9998710142105034,0.9974056774592991,0.3294943957659285
430,0,1,0.17639948150604412,0.9998733765371216,0.9972492185737583,0.3235987073971805
431,0,1,0.16796491122298252,0.9998828522031541,0.9974805067621484,0.3249336020542237
432,0,1,0.1680128417689084,0.9998788552507559,0.9973999292599299,0.3361432080750184
433,0,1,0.16249811593766017,0.9997711444889801,0.9944263949643501,0.32697452786589654
434,0,1,0.15686883911614868,0.9998784947068803,0.9970843913433732,0.31185196823345906
435,0,1,0.15933319265667867,0.9998836880303504,0.9972418605545785,0.3737633385686416
436,0,1,0.16418382419437494,0.9998799771009331,0.9972277766276132,0.3193901905465075
437,0,1,0.15700991770415695,0.9998765769273398,0.997154501004114,0.3711829338029423
438,0,1,0.15640701775540344,0.9998846729613057,0.9972803194263367,0.3404753464153343
439,0,1,0.16131251318843642,0.9998891640474022,0.9974625081265204,0.30989492466232377
440,0,1,0.1664118409549935,0.9998825970933425,0.9974445028851154,0.3085451244099061
441,0,1,0.16041178066499862,0.9998807700850655,0.9973482301949126,0.3570658174628597
442,0,1,0.1623558315497543,0.9998783230259779,0.9970724035808525,0.3539869391046924
443,0,1,0.16777620353902267,0.9998776193652501,0.9972401865053901,0.331083958558173
444,0,1,0.1642959635848431,0.9998795892606868,0.9973280593118717,0.3531637192301645
445,0,1,0.16453380761462633,0.9998766914725863,0.9971619815737022,0.35114613796864214
446,0,1,0.16958038163566758,0.9998767398260597,0.9972667923306133,0.33432998813632525
447,0,1,0.17349079070328277,0.9998786634522874,0.9972615830239776,0.3022196665358092
448,0,1,0.16681427667078652,0.9998775308657616,0.9972893807940858,0.32945791842137834
449,0,1,0.1682748017966419,0.9998791973457588,0.9973184289963682,0.35643160533186186
450,0,1,0.17276942091459924,0.9998763581732366,0.9974406192197851,0.33974675291804446
451,0,1,0.16762216260211615,0.999882009189938,0.9973048561212582,0.3372197139202489
452,0,1,0.16831429174328516,0.9998793758001264,0.9972714853141491,0.36340233173625686
453,0,1,0.17227293280680067,0.9998698319101285,0.9972008451259955,0.3506858283461469
454,0,1,0.172230729810388,0.9998813603895274,0.9974149652277843,0.308448630816208
455,0,1,0.16962770928164472,0.999874616113064,0.9972290931472051,0.3201420651343025
456,0,1,0.1727606788653423,0.9998833560100038,0.9974699018244212,0.30946591085169256
491,0,1,0.05921954601633861,0.9999114200683558,0.9964507733078389,0.3562859340893678
492,0,1,0.06101046031411084,0.999910486635217,0.9965711136946804,0.3494153839259283
493,0,1,0.07072860458806862,0.9999071610655793,0.9965347548119143,0.3430297602016003
494,0,1,0.1079007023784403,0.9999007182803077,0.9969793299775207,0.34900876712426687
495,0,1,0.1296786543273144,0.9998871201159407,0.9971209058693341,0.3228199999968362
496,0,1,0.14035088777017457,0.9998889432811477,0.9972014267247452,0.30925455770590876
497,0,1,0.14711150634552195,0.9998779434482616,0.9972141711695862,0.3438829957295937
498,0,1,0.15386971332107435,0.9998801392431547,0.9972553262239587,0.33993342251308206
499,0,1,0.15982033581527144,0.9998760545643666,0.9972322716255155,0.3347996578652264
500,0,1,0.1590715340789196,0.9998860372932192,0.9973744084125417,0.3799383067904474
501,0,1,0.16156452536701538,0.9998792961023848,0.997264832460712,0.31944405621571464
502,0,1,0.16480028939197544,0.9998769496531201,0.9973015997000649,0.31895108757117463
503,0,1,0.16134295963584844,0.9998863221461468,0.9973089776612606,0.31731387005815204
504,0,1,0.1621647122659995,0.99987994213344,0.9973324384782808,0.3320678250967825
505,0,1,0.16485033008772199,0.9998753602584922,0.997192816802503,0.3359860030979882
506,0,1,0.16015826123654775,0.9998840302701268,0.9973407029853878,0.333279433049942
507,0,1,0.16006481174449105,0.9998824780299224,0.9972187600776858,0.33869116352322753
508,0,1,0.16340939921020103,0.9998790121377525,0.9971529021874692,0.33065489859745684
509,0,1,0.1609483616193893,0.9998789388285023,0.9971302637207926,0.34872717204861425
510,0,1,0.16045157206161642,0.999873414116457,0.9970166096703961,0.3181461131775885
511,0,1,0.16491212733246918,0.9998730516462604,0.9972200418003037,0.30868097435016395
512,0,1,0.16441895517438887,0.9998829523354269,0.9973810931052253,0.33007037628022307
513,0,1,0.16298345039640671,0.9998790146602717,0.9972284589446606,0.3013403592242493
514,0,1,0.16837729478792995,0.9998757423255933,0.997307203268329,0.3417140083738528
515,0,1,0.15587827450034664,0.9998826631094949,0.9972265005694312,0.3426277079015109
516,0,1,0.13412534289934586,0.9998917075255463,0.9972361783988547,0.30248504586035335
517,0,1,0.13580833810629123,0.9998865563335068,0.997060160509871,0.3107461313197999
518,0,1,0.1500916407922105,0.9998826613373973,0.9973140382527783,0.35255115790729374
519,0,1,0.15767280619781143,0.999881549833253,0.9972152588274187,0.3221917263555391
520,0,1,0.16444668857203149,0.9998835263656578,0.9973764757978286,0.32410132553036475
521,0,1,0.1669650016579749,0.9998767935732236,0.9973383241614232,0.35633647718985895
522,0,1,0.1700198956983089,0.9998750235859485,0.9972053514520568,0.3637829495104931
523,0,1,0.17480722274138605,0.9998749598366186,0.9972256780178885,0.3165622437004334
524,0,1,0.17422060109124893,0.9998786787179245,0.9974085188866987,0.3460636259202313
525,0,1,0.17572996111295336,0.9998801508598366,0.9974605951866944,0.3097002921158397
562,0,1,0.07068670304163027,0.9999092097574241,0.9966010425044681,0.34415247697646456
563,0,1,0.08012751333916135,0.9999038751692623,0.996528392998793,0.3102056176793573
564,0,1,0.10883760889880323,0.9998962309084053,0.9968971018564973,0.3294992797379924
565,0,1,0.13214963976728067,0.999889037207501,0.9971285688949738,0.3428119105566237
566,0,1,0.1446779007023784,0.999885420880326,0.9972352383475641,0.3523134309371311
567,0,1,0.15024507882916827,0.999885460157453,0.9972997154392689,0.3122221663038404
568,0,1,0.1563198987128086,0.9998802409469191,0.99719114112305,0.3281609105119857
569,0,1,0.16160160371386367,0.9998787842890382,0.9973071482665172,0.31656991339752927
570,0,1,0.16206071202483951,0.9998830992808841,0.9972779647890861,0.3022378755590341
571,0,1,0.16697223645735992,0.9998721410228346,0.9971403793488682,0.30709442939315423
572,0,1,0.16891689024206435,0.999875268532277,0.9972109585444272,0.31389150434680924
573,0,1,0.16644138305248246,0.9998781889226078,0.9972699638559333,0.3183816127867446
574,0,1,0.16831097579356702,0.9998743795295811,0.997233190799084,0.35371223699642196
575,0,1,0.17138154523256866,0.9998765909933189,0.997310808933445,0.31023531092516005
576,0,1,0.1675914147047297,0.9998800244011185,0.9973278322968893,0.31288772646939994
577,0,1,0.1689147800922437,0.9998798244182074,0.9973027641122894,0.32607552043865073
578,0,1,0.16934947095529496,0.9998761613007328,0.99733786542491,0.306049737648185
579,0,1,0.16857504597112105,0.9998760305367914,0.9972945345301671,0.3364961574909769
580,0,1,0.17130980013866703,0.9998792575081652,0.9974793546782018,0.2927263628207644
581,0,1,0.17105597926024174,0.9998756933919317,0.9973514595782952,0.3091623098368396
582,0,1,0.17109185180719255,0.9998764861869466,0.9973398562038732,0.34603351827004025
583,0,1,0.17507219726886325,0.9998790634515283,0.9975279200076967,0.31912071786582813
584,0,1,0.17919120971874714,0.9998708315846333,0.9974071843194903,0.34833257773567
585,0,1,0.17543634883791037,0.9998752364507701,0.9973707484738767,0.34001145219351364
586,0,1,0.17802037801826787,0.9998750395400524,0.9974353029339788,0.33488299423292867
587,0,1,0.18243692159286162,0.9998749783415696,0.9975032121747982,0.31914632845982727
588,0,1,0.17955807433756366,0.9998783745936001,0.9974154273166228,0.32966577363954475
589,0,1,0.18171675760407557,0.999872954145738,0.9972327988347122,0.34113512392867784
590,0,1,0.1854022849908058,0.9998752395156885,0.9974522710689896,0.35271305846944856
591,0,1,0.18384017122358542,0.9998743637290027,0.9973433911275773,0.3497609670364243
592,0,1,0.18482199379013053,0.9998749186372899,0.9973538436264315,0.3139936012742244
593,0,1,0.18407680945347116,0.9998747771243779,0.9973798725982603,0.312618673912823
594,0,1,0.1856549000693335,0.9998728796974408,0.9974062390869957,0.33275443987054
595,0,1,0.18801344466885717,0.999869231029266,0.9973003691097845,0.3046354391372901
596,0,1,0.18467307750278839,0.9998758153130176,0.9974859926314561,0.3613810063204983
597,0,1,0.18513640611340554,0.9998739931994998,0.9975082047875814,0.31689039513550943
598,0,1,0.18822596690079285,0.9998679275247986,0.997433569285357,0.311772250503427
599,0,1,0.18446688572031467,0.9998698848677686,0.9973154774574627,0.3381614262120578
600,5,1,0.18437343622825797,0.9998612898696918,0.9972142271848261,0.3017228014313836
601,5,1,0.18901154553401867,0.9998705439786398,0.9974067025405409,0.3135741525411353
602,5,1,0.19172610255328126,0.9998705581531012,0.9975790374474285,0.3098105330638522
603,5,1,0.18781810508546104,0.9998644226617421,0.997366545834083,0.33059982002396865
604,5,1,0.19166551110843155,0.9998626564013505,0.9973155248342329,0.3183136936193755
605,5,1,0.1957730684592892,0.9998624789788502,0.9973169695797489,0.33023316565630384
606,5,1,0.19310282458625994,0.999872309605394,0.9974640115409334,0.33511488201992
607,5,1,0.19817321315527692,0.9998441249317843,0.997394058129263,0.2856423264156892
608,5,1,0.20366713893829325,0.9998357776937414,0.9972745087253446,0.31638336899278663
609,5,1,0.20387091912097188,0.9998392376307949,0.997369826561935,0.2815750621560977
610,5,1,0.20290115455340185,0.9998425403303229,0.9973178790347074,0.3036746398642227
611,5,1,0.20465890935399267,0.9998410522377726,0.9973434380267241,0.3039972631038476
612,5,1,0.20809664486178514,0.9998465057389225,0.9974859095760116,0.3229105979793757
